,tweet,hate_speech,offensive_language,neither,class
22565,this morning is brought to you by emergen-c. i really need to nip this cold/flu business in the bud. #nogermswanted,0,0,1,2
22566,this music is trash,0,0,1,2
22567,this my bitch please face <url>,0,1,0,1
22568,this my dog telling me he is done playing frisbee for now.. lazy mutt <url>,0,0,1,2
22569,this new avi trash or nah,0,0,1,2
22570,this new shit i'm workin on... yea nigguh!,0,1,0,1
22571,"this nicca just typed to me...""you are very busy two!"" <sym> <sym>  so, i'm busy twice? lmao",0,1,0,1
22572,this nig johnel keep falling asleep.... that's usually me lol,0,1,0,1
22573,this nigga <user> gotta weird gay shoe fetish...&amp; i'm sick of y'all letting this island nigger slide! <url>,1,1,0,1
22574,this nigga magic johnson got a grade a faggot for a son <sym> <sym> .. he had to have done some terrible shit growin up lol..,1,1,0,1
22575,"this nigga been all in public with his new young bitch, rubbin it in her face but when she reacts it ww3? she probably ain't even seen drake",0,1,0,1
22576,this nigga jerry room smell like bad pussy!<sym> ,1,1,0,0
22577,this nigga next to me trippin balls and all he wants to do is draw naked bitches and complain about how i'm making the room shake,0,1,0,1
22578,this nigga on the train treating his bitch over the phone lmao,1,1,0,1
22579,this nigga over here telling me he dont fuck with this bitch . when he do <sym> <sym> <sym> . or maybe she lying lol,1,1,0,0
22580,"this nigga said you aint going through shit you just need sum dicc<sym> <sym> <sym>  good try hoe, its been a while but its really sum shit going down.",0,1,0,1
22581,this nigga showed me that sad ass dog my girl pit would look at that hoe and say nigga gone,0,1,0,1
22582,this nigga solving rubik cubes doing magic tricks &amp; he still ain't getting no pussy <sym> <sym> <sym> ,0,1,0,1
22583,this nigga think he gone play me shoot dice let yo hoe fade me,1,1,0,1
22584,this nigga to my left ugly then a bitch,1,1,0,1
22585,this niggah <user> is a fool,0,1,0,1
22586,this niggah aaron had me weak last night!,1,1,0,1
22587,this niggah better remember to bring his sperrys,1,1,0,1
22588,this niggah know wassup,1,1,0,0
22589,"this niggah said ""oh kiss me through the phone looking ass"" haha",0,1,0,1
22590,this niggah seems really clingy... mhmm idk about that ! <sym> <sym> <sym> ,0,1,1,1
22591,this niggga said i be branding bitches <sym> <sym> <sym> <sym> <sym> <sym> ,0,1,0,1
22592,this nigglet <sym> <sym> ,1,0,1,0
22593,this nigguh got somebody contact as ebola lol,0,1,1,1
22594,this nigguh really tried to fight me on the bus over a grape kool aid jammer <sym> <sym> <sym> ,1,1,0,1
22595,this no beef thing is for the birds!!!,0,0,1,2
22596,this office is used to pound some<sym> pussy <url>,0,1,0,1
22597,this old bitch with floppy tits riding on the elevator with me is nerping so bad,1,1,0,1
22598,this one for dem hipster bitches that shop at value village,0,1,0,1
22599,"this one night i was tripping off brownies i put my running shoes on and i was still in pjs, it was 2am ! <url>",0,0,1,2
22600,"this picture on weibo made china's censors add ""big yellow duck"" to its list of banned terms <sym>  <url> <url>",0,0,1,2
22601,this pussy dryer than yours... drier vs. dryer :(,0,1,1,1
22602,this rain got yall women talking out your ass.. a nigga should spend 80% of his income on a bitch <sym> <sym>  bruh get these hoes the fuck outta here,1,1,0,0
22603,"this random rap song the person next to me is listening to makes me wanna make a lotta money and fuck a lotta hoes.
i feel it.",0,1,0,1
22604,this re-colored pictured of abraham lincoln is one of the coolest things i<sym> ve seen in a while<sym>  <url>,0,1,1,2
22605,this reminds me of another quality video lol. he ain't fittin to front for these peckerwoods! <url>,0,1,1,2
22606,this shit is a game right now.. that's why i play hoes.,0,1,0,1
22607,this shit is fixing to blow my mind.. tony cannoli back in this bitch <url>,0,1,0,1
22608,this shit is retarded <sym> <user>: <sym> <sym> <sym>  <url><sym> ,0,1,1,1
22609,this shit right here nigguh.. #mantanuskathunderfuck #sativadominant <url>,0,1,0,1
22610,this shit sooooooooooooo trash.,0,1,0,1
22611,this side hoe main chick talk is disgusting. get a life man,0,1,0,1
22612,"this song is the truth.... ""i wanna fuck your bestfriend for one night onlyy you think that bitch yo bestfriend but she be all on me""",0,1,0,1
22613,this song may be for basic bitches but it's such a mood boost,0,1,0,1
22614,this stank bitch steady calling.. i wonder how she get my number!,0,1,0,1
22615,this store is so redneck...,0,1,1,2
22616,this student call me to bitch about her grade. i tell homegirl i'm seeing an assignment here as not submitted.,0,1,0,1
22617,this subway worker is being a major bitch to a soldier. come on show some respect,1,1,0,1
22618,"this target is ghetto, but whatever",1,0,1,2
22619,this tastes like wolf pussy,0,1,0,1
22620,this that bitch nigga shit they invented it i just created the term,0,1,0,1
22622,this time a night dark skin niggas really turn into lightskin niggas i swear i seen a darkie try buying starbucks 3mins ago but they closed,1,1,0,0
22623,this waiting thing is for the birds...,0,0,1,2
22624,this was my chit shake that monkey beeotch <url>,0,1,0,1
22625,this week's rfn segment is in the can. i discuss idaho being a faggot marriage state just like washington.,1,1,0,0
22626,this weight issue of mine really needs a good bitch slapp.,0,1,0,1
22627,this white bitch dressed as the devil at my job. oh the irony lol,1,1,0,1
22628,this white bitch had the fuckin nerve to call me a nigga<sym>  when shes the one payin for her lips to get bigga<sym> <sym> ,1,0,0,0
22629,this white bitch tried to set me up for a racial war ... lol bitch it's impossible i'm smarter then you,1,1,0,0
22630,"this whole game, i've been trying to figure out why the dutch are wearing yellow. smh.",0,0,1,2
22631,this why i be on the bitches so much they listen to me <sym> <sym> <sym> ,0,1,0,1
22632,this wigga didn't follow me back.. smh,1,1,1,1
22633,this work shit for the birds....ion think it take 8 hours to do nothing....,0,1,0,1
22634,this world needs a build a bitch workshop,0,1,0,1
22635,this. good. #pricklypear #shiner <url>,0,0,1,2
22636,this. good. #pricklypear #shiner <url>,0,0,1,2
22637,"those ""tell me about yourself "" lookin ass niggas ... ima crazy bitch that's all you need to know.",0,1,0,1
22638,those faggots that keep posting gay ass videos of them cuddling with their gf's on facebook.,1,1,0,1
22639,those guys are the definition of white trash,1,0,1,0
22640,those my v necks now ho,0,1,0,1
22641,thou shall not mock ryan(the future)kelly,0,0,1,2
22642,thought i told you not to trust these hoes,0,1,0,1
22643,thoughts of her were good from sight and the worst when she opened her mouth.moral of the story is they look sweet but these hoes sour bruh.,0,1,1,1
22644,three little birds,0,0,1,2
22645,throw a rager on your sweet 16 and everybody bring you presents and cards to my crib bitch. you grandma even bought you bday cake ova here,0,1,1,1
22646,throw some orange on dat bitch,0,1,0,1
22647,throw that flag bitch you ain't the real bush!!,0,1,0,1
22648,throwing fire crackers at cars? that shit is funny as fuck ! <sym> <sym> <sym> ,0,1,0,1
22649,thump you right in the throat bitch,0,1,0,1
22650,thursdays really been trash this season <user>,0,0,1,2
22651,"thw white iron band plays this weekend in fargo,nd at the aquarium(21+) ,friday(10-29-10) with charlie parr. the next night,saturday...",0,0,1,2
22652,tia chepa... uhh noo bitch she is your tia irma <sym>  aghh he's so annoying,0,1,0,1
22653,tick tack toe linin' up yo hoe,0,1,0,1
22654,tickets hoe <url>,0,1,0,1
22655,tigers are fuckin garbage jesus christ...suck a dick ausmus you're just as trash as that sorry ass bullpen,1,1,0,1
22656,till michonne gutted dat hoe,1,1,1,1
22657,"tilt my chin back, slit my throat, take a bath in my blood, get to know me",1,0,1,2
22658,time 2 kill 2 birds with 1 stone. work out while i renew my food handlers card online. push play for this dumb class,0,0,1,2
22659,time for bed <sym> <sym> <sym> <sym> <sym> <sym> peace bitches!,0,1,0,1
22660,time for some panera bitch!!!<sym> <sym> ,0,1,0,1
22661,time hop makes me realize how much off a faggot i was lol,0,1,0,1
22662,time to go make the gym my bitch,0,1,0,1
22664,time to start listing to il spook,0,1,1,2
22665,time to stunt on these hoes <sym> <sym> ,0,1,0,1
22666,tiny out here looking like an albino red nose pitbull from a dope boy's trap house.,0,1,1,2
22667,tired of hoes man,0,1,0,1
22668,tired of these butthurt <user> commercials. ya phones trash b.. we don't want em,0,1,1,1
22669,tired of these hoes breathing my air.,0,1,0,1
22670,tired of these niggas turning females into stuck up bitches,1,1,0,1
22671,tires fly when i mash the gas... my motor hot and these hoes fast,0,1,1,1
22672,titties nd pussy <url>,0,1,0,1
22673,tl blew up hoes on waka dick. #turndown he ain't follin y'all hoes#bow,0,1,0,1
22674,to a hood bitch gucci voice is euphoric,0,1,0,1
22675,"to be clear, i don't think there's any chance krug leaves for russia. but it's fun to mock the speculation.",0,0,1,2
22676,to many dumb hoes in milwaukee,0,1,0,1
22677,to many niggas and not enough hoes and most of you niggas acting like hoes,0,1,0,1
22678,to the senior class: there will be oreo funfetti bars in the den this morning <sym> ,0,0,1,2
22679,"today i heard my boss say ""motherfucker, bitch"" like it was so funny bc she has an asian accent",1,1,0,1
22680,today has been a bitch!!! i hit myself in the face with a branch!! i lost like 5 pounds of water weight!! and i'm sunburnt !! thank you,0,1,0,1
22681,today is gameday! #iubb i need #iu to win so my jersey can arrive! #hoosiernation #hoosiers,0,1,1,2
22682,today is fun but tuesday will be awesome. #iu v #michiganst #1ubb #hoosiers,0,0,1,2
22683,today was just joints on joints on joints of some reserve wit my niggah <user> #smokindrankin,0,1,0,1
22684,today's spy ops : ( sexy smooth soles. they would feel good on shaft and balls. love the grass stains on the other ) <url>,0,1,1,1
22685,today's spy ops: (his soles need a cleaning lick lick. i bet this cuties sneaks smell good) <url>,0,1,1,2
22686,todays spy ops ( a country guy with big feet. i lv to lick his soles n hv soles on my cock ) <url>,0,1,0,1
22687,told da nicca str8 up to his face whateva he got goin on i want in..guess he felt some type of way bout it,0,1,1,1
22688,told her like... it's 90 degrees out this bitch and i'm walkin in jeans (it was like 70 when we got there) like apostles. shit don't add up.,0,1,0,1
22689,told my bitch i don't wanna eat i'm money hungry,0,1,0,1
22690,told my dad to go buy cookies for the graduation reception...this nigga bought oreos.,1,1,0,0
22691,"told that hoe she special, like the mcrib<sym>  at mcdonalds..",0,1,0,1
22692,"told that hoe to suck it up, she got lips like rubber ducks",0,1,0,1
22693,told ya months ago charlie wasn't bullshittin.. bevo is next,0,1,0,1
22694,"tolerance? what, in sharpening knives? 200+ years jihadis have been a pain in our a$$. <user> <user> <user> <user>",0,1,1,1
22695,tom brady is the biggest pussy in the nfl by far,0,1,1,1
22696,tommy trash,0,0,1,2
22697,tomorrow's agenda: bake brownies &amp; visit a couple open house.,0,0,1,2
22698,tongue inside her pussy or dont bother eating her,0,1,0,1
22699,tonight i gotta take a dope ass picture wit a bad bitch while i'm drunk so i can change my avi. i'm tired of seeing this one already,1,1,0,1
22700,tonight starts the road the super bowl for the <user>! here we go brownies here we go! woof woof #browns2014draft,0,0,1,2
22701,tonight. my sole purpose is to be thoroughly intoxicated. night off and no class in the am. maybe i deserve it,0,0,1,2
22702,tony blair equals bush's bitch #morningjoe,0,1,0,1
22703,"tony parker is making norris cole his bitch with the one on one, or just takin him off the dribble an breaking some damn ankles! #gospursgo",0,1,0,1
22704,too bad brandon lavergne isn't gonna have that vein spiked at angola. #mickey,0,1,1,2
22705,"too fast for the feds, too cocky for the cops.. had to ditch my old bitch, gettin sloppy wit the pots",0,1,0,1
22706,too little too late bitch ass nigga,0,1,0,1
22707,too many bad bitches last night,0,1,0,1
22708,too many bitches got rabies and i hate a ho hoppin' woman #stank pussy-poppin' woman,0,1,1,1
22709,too many chicks trying be wavey bitches be yourself,0,1,0,1
22710,too many pretty bitches got the sore throat voice.mostly red bones. #turnoff,0,1,0,1
22711,too much makeup so trash..,0,1,1,2
22712,too much shit going on to deal with another bitch nonsense ....,0,1,0,1
22713,too worried bout bitches &amp; fashion they go missing in action.,0,1,0,1
22714,took .1 of molly (gonna die) #pussy #ass #bitch,0,1,0,1
22715,took uber to &amp; from thr shakey club last weekend. $12 total. cheaper than the $20 parking. had $8 extra to throw at the hoes.,0,1,1,1
22716,took a broke bitch nigga<sym> ,1,1,0,1
22717,"took yo bitch and gave her back, my bad.",0,1,0,1
22718,top 5 stankiest pussies,0,1,0,1
22719,top knotch hoes get the most not the lesser,0,1,0,1
22720,totaled crashed dat hoe drake verse on that nicki &gt;&gt;&gt;&gt;&gt;,0,1,0,1
22721,touchdown hoe ... touchdown hoe!!!!!,0,1,0,1
22722,"tracy morgans car wreck and the press was covered by zappa in the 60's...""some joker with a brownie and ye'll see it all complete""",0,0,1,2
22723,traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,0,0,1,2
22725,trailor trash tina time <sym> ,0,0,1,2
22726,"trainer lady is a bitch, shook my hand made me promise her i'ma study for a test tomorrow, and idk i don't like her she's trying to break me",0,1,1,1
22727,translation for the slow he out saving hoes 1 by 1 out here saving lives! <sym> <sym> <sym> <sym> ,0,1,0,1
22728,trap drugs be getting all kinds of bitches lmao,0,1,0,1
22729,trapping motherfucker i be juggin like a bitch catch me up in traffic might be juggin with yo bitch - <user>,0,1,0,1
22730,trash <sym> <user>: black people only play r&amp;b &amp; hip hop at their parties..play some dubstep and house..yall coons need to expand<sym> ,1,1,0,1
